MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,Section or Quarter,County or Parish,State or Prov.,Location,Missing,Link,First Published,Last Update
117213,"21","The London Wall Walk - 21",,,1984,"The Museum of London",51.51680,-0.09674,"10 Aldersgate Street","City of London",,"Greater London","England","It is on Aldersgate Street just north of Gresham Street, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=117213,5/8/2018,1/27/2022
117225,,"John Skinner Prout","1805 - 1876",,2009,"Marchmont Association",51.52478,-0.12519,"43 Marchmont Street","Camden",,"Greater London","England","It is on Marchmont Street just south of Tavistock Place, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=117225,5/8/2018,1/27/2022
117227,,"Lytton Strachey","1880 - 1932",,1971,"Greater London Council",51.52417,-0.12988,"51 Gordon Square","Camden",,"Greater London","England","It is on Gordon Square just south of Endsleigh Place, on the right when traveling north. ",,https://www.hmdb.org/m.asp?m=117227,5/8/2018,1/27/2022
117258,,"Children of the Kindertransport",,,2006,"Association of Jewish Refugees, Central British Fund for World Jewish Relief",51.51765,-0.08255,"25, The Concourse","City of London",,"Greater London","England","It is at the intersection of Liverpool Street and Old Broad Street, on the right when traveling west on Liverpool Street. ",,https://www.hmdb.org/m.asp?m=117258,5/10/2018,1/27/2022
117259,,"Hope Square",,,2006,"Association of Jewish Refugees, Central British Fund for World Jewish Relief",51.51775,-0.08251,"25, The Concourse","City of London",,"Greater London","England","It is at the intersection of Liverpool Street and Old Broad Street, on the right when traveling east on Liverpool Street. ",,https://www.hmdb.org/m.asp?m=117259,5/10/2018,1/27/2022
117260,,"First Bethlehem Hospital",,,,"City of London Corporation",51.51736,-0.08169,"40 Liverpool Street","City of London",,"Greater London","England","It is on Liverpool Street close to  Devonshire Row, on the right when traveling west. ",,https://www.hmdb.org/m.asp?m=117260,5/10/2018,1/27/2022
117261,,"St. Botolph-without-Bishopsgate",,,,,51.51658,-0.08142,,"City of London",,"Greater London","England","It is on England Route A10 close to  Aldermans Walk, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=117261,5/10/2018,9/9/2024
117289,,"Hut 1 Hut 8",,,,,51.99700,-0.74235,,"Milton Keynes",,"Milton Keynes","England","It can be reached from the intersection of Sherwood Drive and Jemima Way, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=117289,5/12/2018,1/27/2022
117290,,"Bletchley Park Public Memorial",,,2011,,51.99727,-0.74037,,"Milton Keynes",,"Milton Keynes","England","It can be reached from the intersection of Sherwood Drive and Jemima Way, on the left when traveling north. ",,https://www.hmdb.org/m.asp?m=117290,5/12/2018,1/27/2022
117320,,"The Tower Hill Memorial",,,,"Commonwealth War Graves Commission",51.50973,-0.07767,,"Tower Hamlets",,"Greater London","England","It is at the intersection of Tower Hill (England Route A100) and Trinity Square, on the right when traveling west on Tower Hill. ",,https://www.hmdb.org/m.asp?m=117320,5/13/2018,1/27/2022
117321,,"The Tower Hill Memorial","First World War",,,"Commonwealth War Graves Commission",51.50959,-0.07786,,"Tower Hamlets",,"Greater London","England","It is at the intersection of Tower Hill (England Route A100) and Trinity Square, on the right when traveling west on Tower Hill. ",,https://www.hmdb.org/m.asp?m=117321,5/13/2018,7/14/2024
117322,,"The Tower Hill Memorial","Second World War extension",,,"Commonwealth War Graves Commission",51.50960,-0.07788,,"Tower Hamlets",,"Greater London","England","It is at the intersection of Tower Hill (England Route A100) and Trinity Square, on the right when traveling west on Tower Hill. ",,https://www.hmdb.org/m.asp?m=117322,5/13/2018,1/27/2022
117323,,"Strengthening the fortress",,,,,51.50908,-0.07791,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117323,5/13/2018,1/27/2022
117324,,"Edward I’s formidable fortress",,,,,51.50909,-0.07791,,"Tower Hamlets",,"Greater London","England","It is at the intersection of Tower Hill and Trinity Square, on the left when traveling west on Tower Hill. ",,https://www.hmdb.org/m.asp?m=117324,5/13/2018,1/27/2022
117325,,"The Tower in 1700",,,,,51.50906,-0.07792,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117325,5/13/2018,1/27/2022
117326,,"Historic Royal Palaces",,,2004,,51.50840,-0.07849,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117326,5/13/2018,1/27/2022
117327,,"The fortress extends",,,,,51.50841,-0.07835,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117327,5/13/2018,1/27/2022
117328,,"A place of execution",,,,,51.50841,-0.07833,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117328,5/13/2018,1/27/2022
117329,,"Tea on Tower Hill",,,,,51.50840,-0.07831,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117329,5/13/2018,1/27/2022
117330,,"Entering the fortress",,,,,51.50835,-0.07828,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117330,5/13/2018,1/27/2022
117331,,"The coronation procession",,,,,51.50835,-0.07830,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117331,5/13/2018,1/27/2022
117332,,"The royal menagrie leaves",,,,,51.50836,-0.07832,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117332,5/13/2018,1/27/2022
117352,,"The Palace of Bridewell",,,,,51.51299,-0.10438,"14 New Bridge Street","City of London",,"Greater London","England","It is on New Bridge Street just south of Bridewell Place, on the right when traveling south. ",,https://www.hmdb.org/m.asp?m=117352,5/14/2018,1/27/2022
117354,,"The Grand Lodge of English Freemasons",,,,"City of London Corporation",51.51417,-0.09965,,"City of London",,"Greater London","England","It can be reached from Paternoster Row just north of Ludgate Hill. ",,https://www.hmdb.org/m.asp?m=117354,5/14/2018,1/27/2022
117355,,"Wharfinger Cottage",,,,,51.50785,-0.07893,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117355,5/14/2018,1/27/2022
117356,,"The Tower of London foreshore",,,,,51.50756,-0.07822,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117356,5/14/2018,1/27/2022
117357,,"The Queen’s Stairs",,,,,51.50752,-0.07801,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117357,5/14/2018,1/27/2022
117358,,"Saluting Battery",,,,,51.50753,-0.07813,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117358,5/14/2018,1/27/2022
117359,,"The Tower Wharf",,,,,51.50741,-0.07758,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117359,5/14/2018,1/27/2022
117360,,"Western entrance",,,,,51.50769,-0.07833,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117360,5/14/2018,1/27/2022
117361,,"The Byward Postern",,,,,51.50777,-0.07779,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117361,5/14/2018,1/27/2022
117367,,"Crane Court","The Daily Courant",,,,51.51428,-0.10921,"175 Fleet Street","City of London",,"Greater London","England","It is at the intersection of Crane Court and Fleet Street, on the left when traveling east on Crane Court. ",,https://www.hmdb.org/m.asp?m=117367,5/14/2018,1/27/2022
117417,,"St. Pancras Old Church",,,,,51.53491,-0.13050,,"Camden",,"Greater London","England","It can be reached from Pancras Road just north of Chenies Place. ",,https://www.hmdb.org/m.asp?m=117417,5/14/2018,1/27/2022
117420,,"The Bell Tower",,,,,51.50776,-0.07747,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117420,5/15/2018,1/27/2022
117421,,"The Lost Palace",,,,,51.50756,-0.07641,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117421,5/15/2018,1/27/2022
117422,,"A Royal River View",,,,,51.50749,-0.07615,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117422,5/15/2018,1/27/2022
117423,,"Bronze Gun",,,,,51.50747,-0.07550,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117423,5/15/2018,1/27/2022
117424,,"Bronze Fortress Gun",,,,,51.50758,-0.07547,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117424,5/15/2018,1/27/2022
117429,,"Red Lion Court","W Caslon Junr     Letter Founder",,,,51.51431,-0.10885,"170 Fleet Street","City of London",,"Greater London","England","It is at the intersection of Red Lion Court and Fleet Street on Red Lion Court. ",,https://www.hmdb.org/m.asp?m=117429,5/15/2018,1/27/2022
117430,,"Father Basil Jellicoe",,,2014,,51.53187,-0.13417,,"Camden",,"Greater London","England","It is at the intersection of Werrington Street and Aldenham Street, on the right when traveling north on Werrington Street. ",,https://www.hmdb.org/m.asp?m=117430,5/15/2018,1/27/2022
117655,,"The White Tower and Royal Armouries",,,,,51.50783,-0.07561,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117655,5/23/2018,1/27/2022
117656,,"The White Tower and Roman City Wall",,,,,51.50788,-0.07569,,"Tower Hamlets",,"Greater London","England","It is at the intersection of Tower Hill and Trinity Square, on the left when traveling west on Tower Hill. ",,https://www.hmdb.org/m.asp?m=117656,5/23/2018,1/27/2022
117657,,"White Tower and the Two Princes",,,,,51.50792,-0.07612,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117657,5/23/2018,1/27/2022
117659,,"The Waterloo Barracks",,,,,51.50848,-0.07637,,"Tower Hamlets",,"Greater London","England","It can be reached from Tower Hill close to  Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117659,5/23/2018,1/27/2022
117660,,"The Waterloo Battery","Weapons to Trophies",,,,51.50850,-0.07626,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117660,5/23/2018,1/27/2022
117662,,"On Guard",,,,,51.50848,-0.07615,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117662,5/23/2018,1/27/2022
117667,,"Captured Cannon","Gun Glossary",,,,51.50849,-0.07575,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117667,5/23/2018,1/27/2022
117668,,"British 25 Pounder Field Gun, 1943",,,,,51.50849,-0.07548,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117668,5/23/2018,1/27/2022
117670,,"Coldharbour Gate tower and Innermost Ward wall",,,,,51.50792,-0.07661,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117670,5/23/2018,1/27/2022
117672,,"Iron 24 pounder Guns",,,,,51.50745,-0.07623,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117672,5/23/2018,1/27/2022
117674,,"Iron 36 pounder Guns",,,,,51.50744,-0.07618,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117674,5/23/2018,1/27/2022
117675,,"Iron 32 pounder Gun",,,,,51.50743,-0.07616,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117675,5/23/2018,1/27/2022
117679,,"Iron 12 pounder Gun",,,,,51.50741,-0.07607,,"Tower Hamlets",,"Greater London","England","It can be reached from the intersection of Tower Hill and Trinity Square, on the left when traveling west. ",,https://www.hmdb.org/m.asp?m=117679,5/23/2018,1/27/2022
